RowNumber,IdClient,NomFamille,ScoreCredit,ZoneGeo,Genre,Age,Anciennete,Solde,NbProduits,CarteCredit,MembreActif,SalaireEstim,Churn
3252,15588537,Robinson,615,Espagne,Femme,41.0,9,54506.615,1,Oui,Non,98249.98,Non
3253,15803337,Baresi,648,France,Homme,23.0,9,84186.26,1,Oui,Non,67338.36,Non
3254,15703614,Hutchinson,564,,Homme,48.0,5,66438.115,1,Oui,Non,39629.885,Non
3255,15590228,Greenwalt,715,France,Homme,21.0,6,38233.58,1,Oui,Oui,86755.86,Non
3256,15567725,Kodilinyechukwu,689,France,Femme,46.0,7,26008.04,2,Oui,Oui,36496.825,Non
3257,15661007,Thompson,660,France,Homme,33.0,0,36391.71,1,Non,Non,90525.995,Non
3258,15721917,Chuang,559,France,Femme,38.0,8,47569.705,1,Oui,Oui,43287.73,Non
3259,15638963,Garran,678,France,Femme,22.0,4,87426.445,1,Oui,Oui,14074.53,Non
3260,15694641,Wright,621,Espagne,Femme,59.0,2,0.0,2,Oui,Oui,85682.09,Non
3261,15786433,Aitken,650,Allemagne,Femme,35.0,3,82991.215,2,Oui,Oui,12241.08,Non
3262,15636353,Buchi,534,Espagne,Homme,35.0,4,0.0,2,Non,Non,4770.575,Non
3263,15720706,Hsing,529,Espagne,Femme,39.0,2,41383.215,1,Oui,Oui,61462.72,Non
3264,15788131,Atkins,653,France,Homme,47.0,6,0.0,1,Oui,Non,25347.965,Oui
3265,15723737,Pitcher,680,France,Homme,27.0,3,0.0,1,Oui,Non,16227.13,Non
3266,15684951,He,542,France,Femme,59.0,2,34446.385,2,Oui,Non,3952.53,Oui
3267,15694666,Thornton,707,Espagne,Homme,48.0,8,44220.82,1,Oui,Oui,59951.6,Oui
3268,15698703,Doherty,628,Allemagne,Homme,40.0,5,90884.16,2,Oui,Oui,64553.985,Non
3269,15772482,Iloerika,829,Allemagne,Homme,28.0,3,66202.76,3,Oui,Non,52444.6,Oui
3270,15732610,Ahern,745,France,Femme,28.0,6,0.0,2,Oui,Non,77194.59,Non
3271,15770576,Hammond,555,Espagne,Homme,50.0,7,64030.5,2,Oui,Oui,31187.55,Non
3272,15630592,Sanders,516,France,Femme,45.0,4,0.0,1,Oui,Non,47636.865,Oui
3273,15576313,Wei,486,Allemagne,Femme,40.0,9,35670.045,1,Oui,Non,38096.105,Non
3274,15730793,Russell,699,Allemagne,Femme,54.0,3,55504.66,1,Oui,Oui,77952.895,Oui
3275,15663421,Esposito,527,Espagne,Homme,28.0,6,64198.165,2,Oui,Non,39959.985,Non
3276,15574213,Wilson,789,France,Femme,53.0,1,79135.87,1,Oui,Oui,2518.195,Oui
3277,15652883,Chung,492,Allemagne,Homme,39.0,10,62288.325,2,Oui,Non,74292.305,Non
3278,15615575,Vial,722,France,Homme,34.0,8,0.0,2,Oui,Oui,66723.745,Non
3279,15808582,Fu,665,France,Femme,40.0,6,0.0,1,Oui,Oui,80924.015,Non
3280,15697249,Lettiere,546,Allemagne,Femme,25.0,3,66418.85,1,Oui,Non,65823.655,Non
3281,15618566,Jamieson,572,France,Femme,38.0,7,0.0,2,Oui,Oui,66561.31,Non
3282,15589018,Padilla,719,Allemagne,Homme,28.0,3,53035.145,2,Oui,Oui,91946.655,Non
3283,15813659,Folliero,594,France,Femme,56.0,7,0.0,1,Oui,Non,13107.925,Oui
3284,15644361,Hooper,702,France,Femme,40.0,1,51774.62,1,Non,Non,4856.26,Oui
3285,15723884,Nekrasova,758,Espagne,Homme,40.0,3,0.0,2,Non,Non,48048.825,Non
3286,15791006,Kodilinyechukwu,760,,Femme,,6,29001.705,1,Oui,Non,45173.05,Non
3287,15672330,Lear,678,France,Femme,31.0,1,0.0,2,Non,Oui,65223.325,Non
3288,15765048,Watt,545,France,Homme,30.0,3,0.0,2,Oui,Non,85153.715,Non
3289,15666453,Moore,611,Allemagne,Femme,29.0,4,39442.94,2,Oui,Oui,13463.845,Non
3290,15675431,Chidimma,563,France,Femme,34.0,6,0.0,2,Non,Non,18268.465,Non
3291,15586680,Fleming,462,France,Homme,27.0,4,88456.76,1,Oui,Non,40293.635,Non
3292,15574296,Kambinachi,757,France,Homme,23.0,2,40336.98,2,Oui,Non,46995.825,Non
3293,15753566,Espinosa,806,France,Femme,32.0,3,31881.745,1,Oui,Non,78296.545,Non
3294,15618258,Chizuoke,640,Espagne,Homme,37.0,5,79012.19,1,Oui,Non,40649.045,Non
3295,15713655,Calabrese,720,France,Femme,38.0,10,0.0,2,Oui,Oui,28114.86,Oui
3296,15682533,Hughes,850,France,Femme,39.0,7,39629.995,1,Non,Oui,93455.37,Non
3297,15572114,Shih,673,Espagne,Homme,40.0,1,60814.61,1,Oui,Oui,1629.3,Non
3298,15575623,Simpson,589,France,Femme,31.0,10,55317.66,1,Oui,Non,74109.43,Non
3299,15751628,Onyemachukwu,438,France,Homme,,7,39195.585,1,Non,Oui,24712.3,Non
3300,15601857,Woodhouse,705,Allemagne,Femme,46.0,4,57759.035,1,Non,Non,38272.45,Oui
3301,15661034,Ngozichukwuka,813,Allemagne,Femme,29.0,5,53029.7,1,Non,Non,93988.44,Oui
3302,15807989,Wall,681,Allemagne,Homme,37.0,8,36589.67,2,Oui,Oui,12646.265,Non
3303,15766044,Cameron,642,Allemagne,Homme,49.0,4,60344.305,1,Oui,Non,12385.11,Oui
3304,15794792,Golubev,612,France,Femme,31.0,8,58994.88,1,Oui,Oui,27064.93,Non
3305,15736287,Piccio,586,France,Homme,33.0,9,0.0,1,Oui,Non,3487.51,Non
3306,15647965,Genovese,477,France,Femme,57.0,9,57011.82,2,Oui,Oui,35583.585,Oui
3307,15778936,Ingamells,701,France,Homme,33.0,9,73755.17,1,Oui,Non,95305.96,Non
3308,15583576,Tai,671,France,Homme,30.0,2,0.0,1,Non,Oui,51028.93,Non
3309,15612524,Hunt,643,Allemagne,Homme,41.0,2,63920.76,1,Oui,Non,86181.705,Non
3310,15722599,Nelson,751,France,Femme,37.0,9,91806.83,2,Non,Non,24867.47,Non
3311,15723169,Williams,640,France,Femme,31.0,9,69428.795,1,Oui,Non,24320.385,Non
3312,15642816,De Salis,850,France,Femme,27.0,7,21829.165,2,Oui,Oui,1512.745,Non
3313,15792328,James,475,,Homme,39.0,6,0.0,1,Oui,Oui,28499.95,Oui
3314,15615753,Upchurch,597,Allemagne,Femme,35.0,8,65550.52,1,Oui,Oui,96426.335,Non
3315,15730673,Dietz,567,Allemagne,Homme,40.0,7,61132.62,1,Oui,Non,69276.37,Non
3316,15702715,Kao,747,France,Femme,34.0,10,0.0,2,Oui,Oui,25379.9,Non
3317,15643188,Barnett,671,Allemagne,Femme,47.0,7,57301.88,2,Oui,Non,,Oui
3318,15616859,Bonwick,602,Allemagne,Femme,43.0,2,56820.745,4,Oui,Non,57558.175,Oui
3319,15640491,Raff,464,France,Femme,33.0,10,73746.85,2,Oui,Non,50223.765,Non
3320,15811389,Padovano,724,Allemagne,Femme,35.0,0,85991.475,2,Non,Oui,83656.535,Non
3321,15729117,Trevisano,607,France,Femme,31.0,1,51261.94,1,Oui,Oui,83396.355,Non
3322,15596013,Akhtar,694,Allemagne,Femme,58.0,1,71606.11,1,Non,Non,51314.28,Oui
3323,15569451,Miller,463,France,Homme,35.0,2,50628.58,1,Oui,Oui,59056.82,Non
3324,15685920,Lombardo,599,Espagne,Homme,34.0,2,50753.33,1,Non,Non,99015.12,Non
3325,15691396,Ko,405,Allemagne,Homme,31.0,5,66649.835,2,Oui,Oui,36475.07,Non
3326,15639669,Forbes,746,France,Homme,,9,63578.52,1,Oui,Oui,77850.075,Non
3327,15716023,Pearson,693,France,Homme,31.0,1,0.0,2,Non,Oui,91135.44,Non
3328,15636023,O'Donnell,619,France,Femme,40.0,10,0.0,1,Oui,Oui,73546.92,Oui
3329,15599301,Tao,538,Allemagne,Femme,28.0,6,82182.72,1,Non,Oui,2849.485,Non
3330,15665590,Moore,541,France,Homme,46.0,6,0.0,2,Oui,Oui,41728.335,Non
3331,15591035,Macleod,644,Espagne,Homme,54.0,6,0.0,1,Non,Oui,42311.185,Non
3332,15774402,Donaldson,562,Espagne,Homme,36.0,5,0.0,1,Non,Oui,91421.62,Non
3333,15615670,Kazakova,762,France,Homme,36.0,5,59773.73,1,Oui,Oui,21346.825,Non
3334,15770420,Dillon,749,Allemagne,Homme,46.0,10,39068.18,2,Oui,Oui,36735.49,Non
3335,15730441,Dodd,509,France,Homme,26.0,10,0.0,2,Oui,Oui,3088.915,Non
3336,15742681,Liao,554,Allemagne,Homme,26.0,4,60682.695,1,Oui,Oui,,Non
3337,15809309,Longo,689,Espagne,Femme,40.0,5,77125.835,1,Non,Oui,59159.75,Non
3338,15691513,Dawkins,592,France,Homme,60.0,9,0.0,4,Oui,Oui,6807.005,Oui
3339,15726814,Walton,554,Espagne,Homme,46.0,4,0.0,2,Non,Oui,28660.46,Non
3340,15574324,Genovese,568,Allemagne,Femme,29.0,2,64588.505,2,Non,Oui,52308.995,Non
3341,15594133,Erskine,697,Espagne,Homme,62.0,7,0.0,1,Oui,Non,64594.09,Oui
3342,15708139,Brown,575,France,Femme,40.0,1,69766.17,1,Oui,Non,90647.195,Non
3343,15752294,Long,582,France,Femme,38.0,9,67989.505,4,Oui,Oui,38291.475,Oui
3344,15756026,Hooper,790,Espagne,Femme,46.0,9,0.0,1,Non,Non,7339.905,Oui
3345,15583353,Floyd,610,Espagne,Femme,45.0,3,0.0,1,Oui,Non,19138.42,Oui
3346,15584271,Donaldson,633,France,Homme,,5,0.0,1,Oui,Oui,68636.985,Non
3347,15796015,Wu,633,Allemagne,Homme,42.0,3,63020.51,1,Non,Oui,5898.445,Non
3348,15695872,Fiorentini,712,France,Femme,30.0,1,44785.795,1,Oui,Oui,88806.595,Non
3349,15670584,Nkemakolam,646,Espagne,Homme,31.0,2,0.0,1,Oui,Oui,85410.715,Oui
3350,15618562,Woodward,618,Allemagne,Femme,40.0,0,70153.19,1,Oui,Non,80309.305,Oui
3351,15658158,Sullivan,672,Allemagne,Femme,23.0,10,55370.78,1,Oui,Non,40389.25,Non
3352,15813132,Chukwukadibia,696,Allemagne,Homme,30.0,4,57013.85,1,Oui,Oui,96858.28,Non
3353,15747821,K?,554,Allemagne,Femme,31.0,6,67735.45,1,Oui,Non,53537.405,Non
3354,15568885,Scott,620,Allemagne,Femme,,8,51125.785,1,Oui,Non,60336.045,Non
3355,15599126,Russell,529,France,Femme,43.0,0,61907.93,1,Oui,Oui,39231.995,Oui
3356,15720187,Han,479,Allemagne,Femme,30.0,7,71982.18,2,Oui,Non,,Non
3357,15678168,Gibson,648,Espagne,Femme,27.0,7,0.0,2,Oui,Oui,,Non
3358,15749119,Santiago,710,France,Femme,31.0,3,0.0,2,Oui,Oui,56144.53,Non
3359,15648461,Hs?eh,688,Espagne,Homme,37.0,7,69081.205,2,Oui,Oui,56963.155,Non
3360,15736816,Young,756,Allemagne,Homme,36.0,2,68407.82,1,Oui,Oui,85020.975,Non
3361,15731543,Becker,679,Espagne,Homme,58.0,9,54663.825,1,Oui,Oui,,Non
3362,15799631,Chase,585,Espagne,Homme,36.0,10,0.0,2,Oui,Oui,90159.3,Non
3363,15661974,Pirozzi,677,France,Homme,46.0,2,28518.87,1,Oui,Oui,79265.505,Non
3364,15585282,Trevisano,755,France,Homme,62.0,1,63853.165,2,Non,Oui,71188.845,Non
3365,15703205,Uwaezuoke,656,France,Femme,46.0,5,56701.07,2,Oui,Oui,69424.53,Non
3366,15671097,Carter,428,France,Femme,31.0,2,0.0,2,Oui,Non,27243.715,Non
3367,15587835,Osinachi,850,France,Homme,41.0,3,68208.41,1,Non,Oui,28922.13,Non
3368,15717629,Docherty,632,Allemagne,Homme,42.0,6,29986.13,2,Non,Oui,74086.47,Non
3369,15620372,Cross,687,Espagne,Homme,31.0,3,0.0,2,Non,Non,24114.05,Non
3370,15662488,Udegbunam,627,France,Femme,44.0,5,0.0,2,Oui,Non,41484.805,Oui
3371,15697625,Bevan,791,France,Homme,,2,81894.745,2,Oui,Non,37916.265,Non
3372,15647898,Russell,610,Espagne,Femme,50.0,5,65277.255,3,Oui,Non,92379.085,Oui
3373,15617197,Chien,524,France,Homme,50.0,4,0.0,2,Oui,Oui,15920.295,Oui
3374,15790314,Onuoha,649,France,Homme,41.0,0,0.0,2,Non,Oui,65283.51,Non
3375,15624623,Hs?,516,France,Homme,35.0,10,52044.295,2,Non,Non,59833.0,Non
3376,15714391,Lai,563,France,Femme,35.0,2,91786.42,1,Oui,Oui,33003.375,Oui
3377,15708162,Thomson,565,Allemagne,Femme,40.0,1,44997.355,2,Non,Oui,60542.135,Non
3378,15678572,Keating,529,Espagne,Homme,38.0,7,49921.25,2,Oui,Non,45128.03,Oui
3379,15808182,Beneventi,478,Espagne,Femme,36.0,3,46181.65,2,Oui,Non,22456.35,Non
3380,15589541,Sutherland,557,France,Femme,27.0,2,0.0,2,Non,Oui,2248.775,Non
3381,15600103,Alexander,633,Allemagne,Femme,29.0,8,52472.05,1,Oui,Oui,,Non
3382,15697606,Sturdee,637,France,Femme,21.0,10,62856.1,1,Non,Non,87536.235,Non
3383,15661380,Walker,682,France,Homme,69.0,6,0.0,2,Non,Oui,74802.09,Non
3384,15707918,Bentley,741,Allemagne,Femme,36.0,0,63837.695,2,Oui,Non,37130.08,Non
3385,15764105,Milne,475,France,Femme,,1,0.0,2,Oui,Non,44624.495,Non
3386,15755225,Ryan,659,Allemagne,Homme,34.0,9,67232.29,2,Oui,Non,89416.67,Non
3387,15793641,Evseyev,792,France,Femme,70.0,3,0.0,2,Oui,Oui,86120.135,Non
3388,15595071,Ramos,696,France,Homme,22.0,9,74888.5,1,Oui,Oui,99016.465,Non
3389,15670416,Ferri,780,France,Femme,43.0,0,0.0,1,Non,Oui,7852.635,Non
3390,15601848,Scott,594,France,Homme,35.0,2,0.0,2,Oui,Non,51740.345,Non
3391,15577478,Ch'iu,714,France,Femme,72.0,3,0.0,1,Oui,Oui,43366.805,Non
3392,15677435,Kazantseva,647,France,Femme,29.0,0,49131.73,2,Oui,Non,82358.975,Non
3393,15711130,Tseng,734,France,Homme,45.0,2,0.0,2,Oui,Non,49796.64,Non
3394,15634974,Seppelt,614,France,Femme,37.0,8,37575.17,4,Non,Oui,65883.335,Oui
3395,15723685,Ekechukwu,601,Allemagne,Femme,,7,52757.345,2,Oui,Non,25035.295,Non
3396,15711398,Fetherstonhaugh,525,France,Femme,25.0,6,0.0,2,Oui,Non,44783.32,Non
3397,15601550,Genovesi,595,Espagne,Homme,36.0,6,42884.21,1,Oui,Oui,12401.385,Non
3398,15782574,Warner,624,Espagne,Homme,33.0,6,0.0,2,Non,Non,38275.85,Non
3399,15569446,Tu,732,,Femme,34.0,8,61169.215,2,Oui,Non,93992.925,Non
3400,15781665,Ibekwe,601,France,Femme,37.0,5,0.0,1,Non,Non,10354.3,Non
3401,15649297,T'ang,605,France,Femme,62.0,4,55532.965,2,Non,Oui,62830.495,Non
3402,15567832,Shih,550,France,Femme,40.0,7,57177.475,1,Oui,Non,27009.465,Non
3403,15807312,Hsia,602,Espagne,Homme,33.0,5,0.0,2,Non,Oui,32019.17,Non
3404,15598802,Martin,770,Espagne,Homme,30.0,8,0.0,2,Non,Oui,25419.925,Non
3405,15593178,Graham,568,Espagne,Femme,36.0,10,76805.305,1,Oui,Oui,27041.9,Oui
3406,15718057,Onyinyechukwuka,760,France,Femme,51.0,2,50473.355,1,Non,Non,89807.4,Oui
3407,15568876,Hughes,496,France,Femme,34.0,1,51361.675,2,Oui,Non,,Non
3408,15687491,Nkemdilim,817,Allemagne,Homme,45.0,9,50603.875,1,Non,Non,,Oui
3409,15742028,Udegbulam,602,France,Femme,35.0,5,0.0,2,Oui,Non,15525.01,Non
3410,15596979,Fang,662,France,Femme,47.0,6,0.0,2,Oui,Oui,64696.375,Non
3411,15750466,Rhodes,790,Allemagne,Homme,42.0,1,42919.81,1,Oui,Non,99091.365,Non
3412,15616454,Davidson,476,,Femme,34.0,8,55952.715,1,Non,Oui,98610.905,Oui
3413,15636520,Milani,692,France,Homme,27.0,1,62773.765,1,Non,Non,3950.23,Non
3414,15699005,Martin,710,France,Femme,41.0,2,78033.525,1,Oui,Oui,4991.94,Non
3415,15700263,Ifeatu,569,France,Homme,66.0,2,0.0,1,Oui,Non,,Oui
3416,15804822,L?,805,France,Femme,31.0,4,0.0,2,Oui,Non,2399.06,Non
3417,15768455,Young,679,France,Homme,60.0,8,0.0,2,Oui,Oui,25690.45,Non
3418,15629323,Kelechi,617,Allemagne,Femme,37.0,4,58235.715,2,Oui,Non,87662.37,Oui
3419,15670898,McKenzie,740,France,Femme,60.0,5,54014.04,2,Non,Non,12990.21,Oui
3420,15790322,Beneventi,660,France,Femme,32.0,0,57334.445,1,Oui,Non,42302.5,Non
3421,15665180,Vasiliev,616,France,Femme,31.0,3,68394.57,1,Oui,Non,29673.2,Oui
3422,15701281,Tan,511,France,Homme,27.0,8,0.0,2,Oui,Oui,24544.68,Non
3423,15778304,Fan,646,Allemagne,Homme,24.0,0,46199.04,1,Oui,Oui,9448.645,Non
3424,15668575,Hao,626,Espagne,Femme,26.0,8,74305.205,3,Non,Oui,52251.01,Oui
3425,15693131,Watts,581,France,Femme,24.0,3,47754.1,1,Oui,Oui,22877.5,Non
3426,15798850,Goddard,576,France,Homme,32.0,7,0.0,2,Oui,Non,2330.455,Non
3427,15812198,Chen,543,Allemagne,Homme,48.0,1,50450.25,1,Non,Non,16655.36,Oui
3428,15761950,Woronoff,652,Allemagne,Femme,45.0,9,55413.745,1,Oui,Oui,76691.77,Oui
3429,15672447,Bailey,657,Allemagne,Homme,40.0,7,49582.92,1,Non,Oui,59666.975,Oui
3430,15733229,Rodriguez,638,Espagne,Femme,34.0,7,0.0,2,Non,Non,1973.145,Non
3431,15632503,Meng,563,France,Femme,32.0,0,74163.045,1,Oui,Non,95802.135,Oui
3432,15777504,Colbert,617,,Femme,30.0,8,0.0,1,Oui,Oui,46310.95,Non
3433,15789924,Hussain,658,France,Femme,39.0,4,0.0,1,Oui,Oui,73765.03,Non
3434,15628992,Esposito,850,Allemagne,Homme,32.0,2,64323.99,2,Non,Non,27208.09,Non
3435,15749068,Nickson,632,France,Femme,40.0,9,69812.67,1,Oui,Non,46851.48,Oui
3436,15759436,Aksenov,758,France,Femme,50.0,2,47906.88,3,Oui,Oui,33972.045,Oui
3437,15612187,Morin,547,Allemagne,Homme,32.0,8,77863.425,1,Oui,Non,33894.995,Non
3438,15720702,Shih,789,France,Homme,37.0,3,0.0,1,Oui,Non,60941.935,Oui
3439,15694518,Kodilinyechukwu,624,Espagne,Femme,36.0,0,0.0,2,Oui,Non,55802.95,Non
3440,15580203,Kennedy,674,Espagne,Homme,39.0,6,60096.71,1,Non,Non,50065.475,Non
3441,15567980,Frater,537,Allemagne,Femme,46.0,5,50363.75,1,Non,Oui,70428.88,Oui
3442,15689953,Toscani,697,Espagne,Homme,43.0,10,64113.185,1,Non,Non,94243.47,Non
3443,15655232,Noble,437,Allemagne,Homme,35.0,6,63401.67,2,Oui,Oui,80566.7,Non
3444,15651063,Ifeatu,524,,Femme,37.0,9,63740.29,2,Oui,Non,89817.345,Non
3445,15737605,Morris,531,Espagne,Femme,45.0,1,63247.785,2,Oui,Oui,82370.75,Non
3446,15748327,Anderson,724,Allemagne,Homme,34.0,6,59117.85,2,Non,Non,78568.615,Non
3447,15615177,Ebelegbulam,561,Espagne,Homme,28.0,6,61846.0,1,Oui,Oui,35274.48,Non
3448,15586523,Paten,720,Allemagne,Femme,29.0,7,53115.46,1,Oui,Oui,34951.965,Oui
3449,15740283,Ewing,850,France,Homme,29.0,1,0.0,2,Non,Non,76498.445,Non
3450,15649738,White,698,France,Femme,46.0,0,0.0,2,Oui,Oui,62981.01,Non
3451,15775335,Ellis,635,Allemagne,Femme,48.0,4,40778.445,2,Oui,Non,95957.185,Non
3452,15801436,K'ung,696,France,Homme,42.0,4,0.0,1,Non,Non,63176.565,Oui
3453,15732967,Cremonesi,731,France,Homme,19.0,6,0.0,2,Oui,Oui,75790.895,Non
3454,15635972,Lloyd,484,Espagne,Homme,36.0,8,0.0,2,Oui,Non,93068.24,Non
3455,15607312,Ch'ang,648,Espagne,Femme,49.0,10,0.0,2,Oui,Oui,79917.89,Oui
3456,15736431,Congreve,494,Espagne,Homme,27.0,2,0.0,2,Oui,Non,11202.32,Non
3457,15635942,Thomson,576,France,Homme,40.0,9,0.0,2,Oui,Non,56232.595,Oui
3458,15566156,Franklin,749,Allemagne,Femme,,0,35748.895,2,Non,Non,75541.9,Non
3459,15732438,Cheng,561,France,Homme,43.0,4,0.0,4,Non,Non,9261.455,Oui
3460,15600821,Hardy,721,France,Homme,69.0,2,54212.095,1,Oui,Oui,89209.175,Non
3461,15776780,He,608,France,Homme,59.0,1,0.0,1,Oui,Non,35324.82,Oui
3462,15763980,Beneventi,632,Allemagne,Homme,30.0,1,29334.01,1,Oui,Oui,39335.26,Non
3463,15641474,Hall,638,France,Homme,46.0,9,69929.77,1,Oui,Non,19483.645,Non
3464,15747772,Cunningham,706,Allemagne,Homme,36.0,9,29285.59,2,Oui,Non,20387.005,Non
3465,15732621,Martin,663,France,Homme,34.0,10,0.0,1,Oui,Oui,57041.865,Non
3466,15714993,Longo,552,France,Femme,41.0,9,62174.67,1,Oui,Non,67817.625,Non
3467,15589210,Adamson,557,France,Femme,,4,0.0,1,Non,Non,10257.86,Non
3468,15597896,Ozoemena,365,Allemagne,Homme,30.0,0,63880.035,1,Oui,Non,40768.925,Oui
3469,15695465,Gibson,638,France,Femme,36.0,6,0.0,1,Oui,Non,82123.755,Non
3470,15774744,Lord,664,Allemagne,Homme,,7,48643.08,2,Oui,Non,71716.665,Non
3471,15809585,H?,646,France,Homme,38.0,7,0.0,2,Oui,Non,764.2,Non
3472,15778154,Kung,628,Allemagne,Homme,50.0,4,61113.855,1,Non,Oui,7108.885,Oui
3473,15740164,Genovesi,715,France,Femme,33.0,3,42613.92,1,Oui,Oui,34043.575,Non
3474,15608653,Davison,521,Espagne,Femme,34.0,7,35365.535,1,Oui,Oui,10121.985,Oui
3475,15603846,Fang,711,Espagne,Homme,37.0,2,0.0,2,Oui,Non,41989.43,Oui
3476,15655903,Michael,701,Espagne,Femme,34.0,6,53990.185,1,Oui,Oui,59687.37,Non
3477,15783883,Onwuka,753,Allemagne,Femme,38.0,1,58657.46,1,Oui,Non,61010.665,Oui
3478,15739068,Nwoye,638,Allemagne,Homme,25.0,4,74022.725,2,Oui,Oui,57361.21,Non
3479,15696539,Wade,613,France,Femme,21.0,7,52813.975,1,Oui,Oui,18280.255,Non
3480,15797389,Hsia,604,Espagne,Homme,23.0,9,62288.665,1,Oui,Oui,3633.625,Non
3481,15775339,Lori,520,France,Femme,29.0,8,47973.88,1,Oui,Non,,Non
3482,15729054,Korovina,744,Allemagne,Homme,,4,48053.415,1,Oui,Oui,39906.385,Non
3483,15768193,Trevisani,585,Allemagne,Homme,36.0,5,73025.485,2,Non,Non,43212.285,Non
3484,15721740,Pai,633,Allemagne,Homme,50.0,7,44151.325,1,Oui,Oui,97968.58,Non
3485,15709478,P'an,611,Allemagne,Homme,37.0,1,58762.36,2,Non,Oui,80532.145,Non
3486,15794941,Chibueze,647,Allemagne,Femme,41.0,1,42953.325,3,Oui,Non,94579.985,Non
3487,15749167,Fisk,753,France,Homme,35.0,3,0.0,2,Oui,Oui,92421.885,Non
3488,15711789,Davey,768,Espagne,Femme,42.0,3,0.0,1,Non,Non,,Oui
3489,15609254,Fernandez,513,Espagne,Femme,41.0,9,53567.52,2,Oui,Oui,80273.29,Non
3490,15803682,Angelo,651,Allemagne,Femme,37.0,10,58895.53,2,Oui,Oui,37918.79,Non
3491,15652789,Hancock,657,Espagne,Homme,40.0,10,0.0,2,Oui,Oui,26495.35,Non
3492,15766458,Tang,498,France,Homme,33.0,1,99056.93,1,Oui,Non,34832.175,Non
3493,15585222,Norman,515,France,Homme,41.0,8,0.0,2,Oui,Oui,92527.07,Non
3494,15780746,Tyndall,705,France,Homme,61.0,4,0.0,2,Oui,Oui,95656.85,Non
3495,15643828,Teng,592,France,Homme,29.0,7,0.0,2,Oui,Oui,45598.335,Non
3496,15686983,Rohu,678,Allemagne,Femme,25.0,10,38484.06,2,Non,Oui,65750.86,Non
3497,15588406,Chiemenam,574,Espagne,Femme,37.0,7,0.0,2,Oui,Non,16131.14,Non
3498,15638989,Lettiere,711,France,Femme,25.0,5,95033.27,1,Non,Non,,Oui
3499,15748414,Chiang,526,Espagne,Femme,33.0,8,57317.315,2,Oui,Non,55057.19,Oui
3500,15588955,Mazzi,581,Allemagne,Femme,43.0,5,46629.785,3,Oui,Non,70517.825,Oui
3501,15809991,Ferrari,756,Espagne,Homme,19.0,4,65137.11,1,Oui,Oui,66767.645,Non
3502,15630857,Wu,674,Espagne,Femme,39.0,6,0.0,2,Oui,Oui,4787.415,Non
3503,15570895,Ch'in,608,France,Homme,42.0,10,81774.035,1,Oui,Non,19433.425,Non
3504,15773723,Duncan,588,Espagne,Femme,22.0,9,33589.095,1,Oui,Oui,81767.375,Oui
3505,15784597,Lattimore,648,France,Homme,26.0,9,81461.925,1,Oui,Non,49184.12,Non
3506,15726676,Marshall,616,Espagne,Homme,30.0,5,0.0,2,Non,Oui,98054.255,Non
3507,15601503,Tokaryev,578,Espagne,Homme,28.0,4,0.0,2,Non,Non,3473.545,Non
3508,15605425,Chia,545,Allemagne,Femme,44.0,2,63768.22,1,Oui,Non,54199.315,Non
3509,15637753,O'Sullivan,751,Allemagne,Homme,50.0,2,48444.195,1,Oui,Non,38603.125,Oui
3510,15641585,Newton,850,France,Homme,40.0,6,48669.995,1,Non,Oui,44407.625,Non
3511,15711977,Finch,695,France,Homme,36.0,4,80766.5,1,Oui,Non,50470.455,Non
3512,15687738,Nwagugheuzo,535,France,Femme,38.0,8,0.0,2,Oui,Non,68310.32,Non
3513,15692317,Craig,722,,Homme,30.0,5,0.0,2,Oui,Non,83188.27,Non
3514,15761600,White,713,France,Homme,43.0,5,43197.07,1,Oui,Oui,65000.565,Non
3515,15784323,Gallo,449,France,Femme,21.0,7,0.0,2,Non,Non,87871.96,Non
3516,15656100,Candler,632,France,Femme,,5,83981.35,1,Non,Non,70100.605,Non
3517,15636548,Lung,457,Espagne,Homme,44.0,7,0.0,2,Non,Non,92996.18,Non
3518,15683625,Hare,703,France,Homme,37.0,1,74881.04,1,Oui,Non,10314.7,Oui
3519,15599081,Watt,507,Allemagne,Femme,,8,51392.58,1,Oui,Oui,35161.84,Non
3520,15566843,Gotch,535,Allemagne,Homme,20.0,9,67437.2,1,Oui,Oui,59412.78,Non
3521,15712807,Robertson,556,Espagne,Homme,46.0,3,65882.48,1,Oui,Oui,54250.33,Oui
3522,15762238,Fraser,671,Allemagne,Femme,44.0,0,42372.515,2,Non,Oui,,Non
3523,15716491,Akabueze,710,Espagne,Femme,51.0,4,46828.475,1,Non,Oui,70700.255,Oui
3524,15677136,Okwukwe,624,France,Femme,23.0,5,0.0,2,Non,Non,66209.295,Non
3525,15676895,Cattaneo,547,Allemagne,Femme,39.0,6,37298.075,3,Oui,Oui,42873.26,Oui
3526,15665783,Ts'ui,565,France,Homme,49.0,7,0.0,2,Oui,Oui,44804.63,Non
3527,15750258,Ann,675,France,Femme,32.0,2,77831.655,1,Oui,Non,48829.33,Non
3528,15794468,Tsou,641,France,Femme,42.0,6,0.0,2,Non,Non,60569.385,Non
3529,15612103,Wang,627,Allemagne,Femme,35.0,2,68926.48,1,Oui,Oui,86134.605,Oui
3530,15809826,Craigie,728,France,Femme,46.0,2,54852.76,1,Oui,Non,,Oui
3531,15754494,Ah Mouy,585,France,Femme,33.0,4,76402.525,1,Oui,Non,31619.825,Non
